id,Topic,Subtopic,Purpose,Persuasion_Techniques,Call_to_Action,Keywords,Emojis,Hashtags,Mentioned_Entities,Linked_URLs,Bias,Subjectivity,Sentiment,Emotional_Intensity,Informality,Personal_Pronouns,Persuasiveness,Factual_vs_Opinion,Political_Orientation,Emotion_Type,Time_Reference,Directness,Clarity,Tone,Device_Usage,Style,Technique,Authenticity,Theme,tweet_text
1465878400938172423,"RT @AzarVzla: El autor de la masacre en #Waukesha no fue un â€œvehÃ­culoâ€ como dicen varios medios progresistas como @CNN. Fue un asesino, un terrorista, negro y defensor del Movimiento #BlackLivesMatter se llama #DarrellBrocks , es un criminal con rÃ©cord y un drogadicto. nnSÃ©palo. https://t.co/epy0cZhMdV",Waukesha Massacre,Media portrayal of the perpetrator,To criticize,"Appeal to emotion, Authority",None,"Waukesha, masacre, medios progresistas, CNN, asesino, terrorista, negro, defensor, Movimiento, BlackLivesMatter, DarrellBrocks, criminal, récord, drogadicto",None,"Waukesha, BlackLivesMatter, DarrellBrocks","AzarVzla, CNN",https://t.co/epy0cZhMdV,Strong,Highly Subjective,Negative,High,Semi-formal,Third person,High,Opinionated,Right-leaning,Anger,Past,Direct,Clear and Unambiguous,Aggressive,None,Deductive,None,Unverified Claims,Social Issues
1465897315428831234,RT @imTerryBull: He didn't shoot any black people,Unspecified Incident,Not Shooting Black People,Inform,None,None,"didn't shoot, black people",None,None,@imTerryBull,None,Neutral,Objective,Neutral,Calm,Casual,Third person,Low,Factual,None,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1465884535485255685,Medium - via @pensignal  https://t.co/XnzzzwPOtk #BlackLivesMatter #History,Social Issues,"Black Lives Matter, History",To Inform,None,None,"Medium, Black Lives Matter, History",None,"#BlackLivesMatter, #History",@pensignal,https://t.co/XnzzzwPOtk,Neutral,Objective,Neutral,Calm,Semi-formal,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1465885453798756359,RT @BuhMule: @laurenboebert #BlueLivesMatter nnUntil they don't. https://t.co/PYGcLWuMoO,Blue Lives Matter movement,Criticism of Blue Lives Matter movement,To express a critical opinion,Contradiction,None,"Blue Lives Matter, Until they don't",,#BlueLivesMatter,"@BuhMule, @laurenboebert",https://t.co/PYGcLWuMoO,Moderate,Highly Subjective,Negative,Moderate,Casual,,Low,Opinionated,None,Disgust,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1465899849547669506,ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©ðŸ¤©,Unknown,Unknown,Express feelings,None,None,,ðŸ¤©,,,,Neutral,Highly Subjective,Positive,High,Casual,,Low,Opinionated,None,Joy,None,Direct,Ambiguous or Vague,Passive,None,None,None,Unverified Claims,None
1465886818285539330,"Remember His Name: Isaac Woodard. Has Justice in America Really Changed? | by William Spivey | Sep, 2020 | Medium - via @pensignal  https://t.co/ZmuS2aYvwW #History #BlackLivesMatter #BlackTwitter",Justice in America,Isaac Woodard,To inform,None,None,"Isaac Woodard, Justice, America",None,"History, BlackLivesMatter, BlackTwitter","William Spivey, @pensignal",https://t.co/ZmuS2aYvwW,Neutral,Objective,Neutral,Calm,Formal,Third person,Low,Factual,None,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Verified Facts,Social Issues
1465890717335797770,"DEAR @WIPO @UNSC nCYBER BULLIES SQUATS onn BLK LIVES MATTER . Com (& BLACKLIVESMATTER .com ) Registered on my Birthday! THEY TERRORIZED SF & OAKLAND @SFBART #BLACKFRIDAY14 & USED BLACK....NOT BLK ,nON THEIR TSHIRTS DEFAMING MY WORK!","Cyberbullying, Black Lives Matter","Domain registration, Defamation","Express feelings, Inform","Appeal to emotion, Appeal to authority",None,"Cyber bullies, Black Lives Matter, Terrorized, Defaming",None,#BLACKFRIDAY14,"@WIPO, @UNSC, @SFBART, SF, Oakland",None,Strong,Highly Subjective,Negative,High,Casual,First person,High,Opinionated,None,Anger,Past,Direct,Ambiguous,Aggressive,None,Deductive,Anecdotal Evidence,Unverified Claims,Social Issues
1465903027039219719,RT @Mindcite_US: Retweet if you see any connection between America's highest ranking elected Republican and his party's obstruction of the Freedom to Vote and John Lewis Voting Rights acts.nn#BlackLivesMatter #FreshVoicesRise #DemVoice1 #ONEV1 #quote https://t.co/eXh37aATpK,Politics,Voting Rights,Persuade,"Appeal to emotion, Appeal to authority",Soft,"America's highest ranking elected Republican, party's obstruction, Freedom to Vote, John Lewis Voting Rights acts",,"#BlackLivesMatter, #FreshVoicesRise, #DemVoice1, #ONEV1, #quote",@Mindcite_US,https://t.co/eXh37aATpK,Strong,Highly Subjective,Negative,Moderate,Formal,you,High,Opinionated,Left-leaning,Anger,Present,Indirect,Clear and Unambiguous,Assertive,,Deductive,,Unverified Claims,Politics
1465906948847529989,@XKlips #BlackLivesMatter https://t.co/uOjZCJkrY1,Social Issues,Black Lives Matter,To inform,None,None,BlackLivesMatter,None,BlackLivesMatter,@XKlips,https://t.co/uOjZCJkrY1,Neutral,Objective,Neutral,Calm,Semi-formal,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1465863180702433285,"RT @SaneSophisticat: @GomesChantel @BandieraNancy @AVestige1 @RobertVosFrere @BeverlyBednarc1 @Aprylsmithts @gheetar @RonniLaurie @Sand628Sandy @ClaudiaWolfgang @3guylink @robinandriver @reevynap @thebigotbasher @BJSquirrel @brianoloughlin9 @impinkestgirl @bjk420 @TaggartRehnn @oprman @TheRealJTIII @bolderpusher112 @AlasscanIsBack @BlueTsuni @Alpha_Cunt @BojanglesMuldo1 @runPattirun @Valerygirl67 @TracyR_2001 @OdoyleCharlotte @wildweezle @iosolofede @ThomasAResists @yolalindayola @Carmenr1Carmen @holachola 47âš«xâ€¢â€¢2. #SaneTerrorizedAmeRussiansðŸ˜· whileðŸ‘‡ðŸ¾isâž•VE, myðŸ’™& head ache at knowing tht 330M don't know/accept any ofðŸ‘‡ðŸ¾#BirthedFrmSadismOngingNation's #ObjectiveHardFactTruths but ~ believe Columbus discoveredðŸ‡ºðŸ‡¸& #NotASaintReagan was gr8 PotUSnnhttps://t.co/16NY3Eoev7 <âœŠðŸ¾THREADâ¬>",American History,Misconceptions about American History,Express feelings,Appeal to emotion,None,"SaneTerrorizedAmeRussians, BirthedFrmSadismOngingNation's, ObjectiveHardFactTruths, Columbus, NotASaintReagan, PotUS","ðŸ˜·, ðŸ‘‡ðŸ¾, ðŸ’™, ðŸ‡ºðŸ‡¸, âœŠðŸ¾","#SaneTerrorizedAmeRussians, #BirthedFrmSadismOngingNation's, #ObjectiveHardFactTruths, #NotASaintReagan","@SaneSophisticat, @GomesChantel, @BandieraNancy, @AVestige1, @RobertVosFrere, @BeverlyBednarc1, @Aprylsmithts, @gheetar, @RonniLaurie, @Sand628Sandy, @ClaudiaWolfgang, @3guylink, @robinandriver, @reevynap, @thebigotbasher, @BJSquirrel, @brianoloughlin9, @impinkestgirl, @bjk420, @TaggartRehnn, @oprman, @TheRealJTIII, @bolderpusher112, @AlasscanIsBack, @BlueTsuni, @Alpha_Cunt, @BojanglesMuldo1, @runPattirun, @Valerygirl67, @TracyR_2001, @OdoyleCharlotte, @wildweezle, @iosolofede, @ThomasAResists, @yolalindayola, @Carmenr1Carmen, @holachola",https://t.co/16NY3Eoev7,Strong,Highly Subjective,Negative,High,Casual,First person,Medium,Opinionated,Left-leaning,Sadness,Past,Indirect,Ambiguous,Assertive,Metaphor,Deductive,Storytelling,Unverified Claims,Social Issues
1465895983087333382,RT @lebron_chris: Happening this Thursday - me & @jelani9 talk his new collected volume of essays on #BlackLivesMatter at @JohnsHopkins - free and open to the public. Zoom link belown@JHUArtsSciences @jhuafricanan@RicJhu n#raceanddemocracy #blackthought #publicintellectual https://t.co/DlE0xyhNbo,Public Discussion,"Black Lives Matter, Race and Democracy, Public Intellectual",Inform,None,Soft,"Thursday, talk, essays, Black Lives Matter, Johns Hopkins, free, public, Zoom",None,"BlackLivesMatter, raceanddemocracy, blackthought, publicintellectual","@lebron_chris, @jelani9, @JohnsHopkins, @JHUArtsSciences, @jhuafricanan, @RicJhu",https://t.co/DlE0xyhNbo,Neutral,Objective,Neutral,Calm,Semi-formal,First person,Low,Factual,None,None,Future,Direct,Clear and Unambiguous,Passive,None,None,None,Verified Facts,Social Issues
1465860219255197698,Giving Tuesday help support: BlackIssuesISSUES -blacklivesmatter & diversity hosted by: @blackIssuesISS2 on @Clubhouse nnhttps://t.co/M2XFYbsmqh,Giving Tuesday,"BlackIssuesISSUES, blacklivesmatter, diversity",Persuade,Appeal to emotion,Soft,"Giving Tuesday, support, BlackIssuesISSUES, blacklivesmatter, diversity",,blacklivesmatter,"@blackIssuesISS2, @Clubhouse",https://t.co/M2XFYbsmqh,Moderate,Somewhat Subjective,Positive,Moderate,Semi-formal,None,Medium,Opinionated,None,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1465917355926691850,RT @JeniferLewis: I will be on â€œTHE REALâ€ today talking about Kendrick Johnson being murdered and having his organs stolen.n#justiceforkendrickjohnson #blacklivesmatter #thereal #JeniferLewis #TheMotherOfBlackHollywood https://t.co/oZpStArJod,Kendrick Johnson's case,Murder and organ theft,To inform,Appeal to emotion,None,"Kendrick Johnson, murdered, organs stolen, THE REAL, Jenifer Lewis",None,"#justiceforkendrickjohnson, #blacklivesmatter, #thereal, #JeniferLewis, #TheMotherOfBlackHollywood","Kendrick Johnson, THE REAL, Jenifer Lewis",https://t.co/oZpStArJod,Moderate,Somewhat subjective,Negative,Moderate,Semi-formal,First person,Medium,Mixed,None,Sadness,Present,Direct,Clear and unambiguous,Assertive,None,Deductive,Storytelling,Unverified claims,Social issues
1465887891154952195,"Social Distancing 2021-11 #anthropoceneproject #filmfotograf #saveourforestsandourwater #blacklivesmatter #nccwp #zeisikonnettar #ilfordfp4 #pmkpyro #silvergelatinprint #9/6 @ Netarts, Oregon https://t.co/fUuE6uGBzF",Social Distancing,"Anthropocene project, Film photography, Forest and water conservation, Black lives matter movement, Zeiss Ikon camera, Ilford FP4 film, PMK Pyro developer, Silver gelatin print",To Inform,None,None,"Social Distancing, Anthropocene project, Film photography, Forest and water conservation, Black lives matter movement, Zeiss Ikon camera, Ilford FP4 film, PMK Pyro developer, Silver gelatin print",None,"#anthropoceneproject, #filmfotograf, #saveourforestsandourwater, #blacklivesmatter, #nccwp, #zeisikonnettar, #ilfordfp4, #pmkpyro, #silvergelatinprint","Netarts, Oregon",https://t.co/fUuE6uGBzF,Neutral,Objective,Neutral,Calm,Semi-formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,"Environment, Social Issues, Photography"
1465902476465295365,"â€œIf your â€˜inclusiveâ€™ Indigenous campaigns and conversations donâ€™t also include those who identify as Afro-Indigenous, they are not inclusive.â€-Kara Roselle Smith, an Afro-Indigenous model and writer. n#NativeAmericanHeritageMonth #BlackLivesMatter https://t.co/i0bbWIHNv7",Inclusivity in Indigenous campaigns,Representation of Afro-Indigenous people,To inform,"Appeal to authority, Appeal to logic",None,"inclusive, Indigenous campaigns, Afro-Indigenous, Kara Roselle Smith",,"#NativeAmericanHeritageMonth, #BlackLivesMatter",Kara Roselle Smith,https://t.co/i0bbWIHNv7,Moderate,Somewhat Subjective,Neutral,Moderate,Formal,your,Medium,Opinionated,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1465900572565979140,I wrote the screenplay producing and directing the movie which I titled Foot Soldiers about a teenager growing up without his father and a mentor steps in @BBBSA @dshapMENTORn#Mentorship #BLM #blacklivesmatternhttps://t.co/C6RrobO2tV,Movie Production,"Screenplay Writing, Directing, Mentorship, Growing up without a father",Inform,Storytelling,None,"screenplay, producing, directing, movie, Foot Soldiers, teenager, father, mentor",None,"#Mentorship, #BLM, #blacklivesmatter","@BBBSA, @dshapMENTOR",https://t.co/C6RrobO2tV,Neutral,Somewhat Subjective,Neutral,Moderate,Semi-formal,First person,Medium,Mixed,None,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Entertainment
1465900773431201802,"RT @YeMerkato: ðŸŒ#Africa says not again #NoMorenn#Whitesupremacy oriented US, UK & EU foreign policy is the problem we Africans are fighting.nnToday itâ€™s ðŸ‡ªðŸ‡¹ðŸ‡ªðŸ‡·ðŸ‡³ðŸ‡ªðŸ‡§ðŸ‡« |Tomorrow will be at your doorstep. nnWake up and sayn#NoMore #HandsoffEthiopia #HandsOffEritrea #HandsOffAfrica n#BlackLivesMatter https://t.co/aWaYij6pbU",Foreign Policy,"US, UK & EU foreign policy towards Africa",To express feelings and persuade,"Appeal to emotion, Appeal to authority",Hard,"Africa, NoMore, Whitesupremacy, US, UK, EU, foreign policy, Africans, fighting, Wake up, HandsoffEthiopia, HandsOffEritrea, HandsOffAfrica, BlackLivesMatter","ðŸŒ, ðŸ‡ªðŸ‡¹, ðŸ‡ªðŸ‡·, ðŸ‡³ðŸ‡ª, ðŸ‡§ðŸ‡«","#Africa, #NoMore, #Whitesupremacy, #HandsoffEthiopia, #HandsOffEritrea, #HandsOffAfrica, #BlackLivesMatter","@YeMerkato, US, UK, EU",https://t.co/aWaYij6pbU,Strong,Highly Subjective,Negative,High,Semi-formal,"we, your",High,Opinionated,None,Anger,Present and Future,Direct,Clear and Unambiguous,Assertive,None,Inductive,Storytelling,Unverified Claims,Politics
1465848114846187521,RT @larryelder: Larry Elder Highlights: EPIC! Larry Elder EDUCATES Congress on â€˜Systemic Racismâ€™ Live on TVnn#BlackLivesMatter n#WeveGotACountryToSave nnhttps://t.co/woC4zhXmFt https://t.co/3jiKzlhLKU,Systemic Racism,Larry Elder's Education on Systemic Racism,To inform,Appeal to authority,None,"Larry Elder, educates, Congress, systemic racism, live on TV",,"BlackLivesMatter, WeveGotACountryToSave","Larry Elder, Congress","https://t.co/woC4zhXmFt, https://t.co/3jiKzlhLKU",Moderate,Objective,Neutral,Moderate,Semi-formal,None,Medium,Mixed,Right-leaning,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Politics
1465904367626698755,@uspcn @labormedianow @SamarDJarrah @judebarakat #StandWithThe6 #FreePalestine from #IsraelApartheid,Middle East Conflict,Israel-Palestine Conflict,To Express Opinion,Appeal to Emotion,Soft,"StandWithThe6, FreePalestine, IsraelApartheid",,"#StandWithThe6, #FreePalestine, #IsraelApartheid","@uspcn, @labormedianow, @SamarDJarrah, @judebarakat",,Strong,Highly Subjective,Negative,High,Casual,,High,Opinionated,Left-leaning,Anger,Present,Direct,Clear and Unambiguous,Assertive,,Deductive,,Unverified Claims,Politics
1465890678026772480,RT @MendacityAbout: #MSNBC RT I vote for changing the name To The Lesbian Avengers!!! #ThankYou!!  #Seattle #portland  #maddow @CoinOregon #opbr #RoeVWade #UniteWomenWA #BlackLivesMatterÂ Â Â #LastWord #BuildBackBetterAct #vanwa #pdx https://t.co/Gu2PIFLpPS,Name change suggestion for MSNBC,Lesbian Avengers,Express opinion,None,None,"MSNBC, vote, changing the name, Lesbian Avengers, Thank You, Seattle, Portland, maddow, opbr, RoeVWade, UniteWomenWA, BlackLivesMatter, LastWord, BuildBackBetterAct, vanwa, pdx",None,"#MSNBC, #ThankYou, #Seattle, #Portland, #maddow, #opbr, #RoeVWade, #UniteWomenWA, #BlackLivesMatter, #LastWord, #BuildBackBetterAct, #vanwa, #pdx","@MendacityAbout, @CoinOregon",https://t.co/Gu2PIFLpPS,Moderate,Highly Subjective,Neutral,Moderate,Casual,First person,Low,Opinionated,Left-leaning,None,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Politics
1465899470252507140,RT @RickSydney: #History | The Germantown Petition Against Slavery: Crash Course Black American History nn#wtpBLUE #BLM #Demvoice1 #Americans ðŸ‡ºðŸ‡¸ðŸ«‚#ONEV1 #FreshResists #FreshVoicesRise #Dems4USA #VoteBlue2022 #AsianLivesMatter #NativeAmericans #BlackLivesMatter #Jewishnhttps://t.co/rGxHJqEKDn,"History, Social Issues","Germantown Petition Against Slavery, Black American History","To Inform, To Persuade","Appeal to Authority, Appeal to Emotion",Soft,"History, Germantown Petition Against Slavery, Black American History, BLM, VoteBlue2022, AsianLivesMatter, NativeAmericans, BlackLivesMatter, Jewish","ðŸ‡ºðŸ‡¸, ðŸ«‚","#History, #wtpBLUE, #BLM, #Demvoice1, #Americans, #ONEV1, #FreshResists, #FreshVoicesRise, #Dems4USA, #VoteBlue2022, #AsianLivesMatter, #NativeAmericans, #BlackLivesMatter, #Jewish",RickSydney,https://t.co/rGxHJqEKDn,Strong,Somewhat Subjective,Neutral,Moderate,Semi-formal,Third person,High,Mixed,Left-leaning,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,"Politics, Social Issues"
1465928914992345089,"RT @teachactivist1: Friends- please share what is happening to Black #BLM activists in Saratoga, NY. The racism is appalling. @NewYorkStateAG & @GovKathyHochul please take notice of what is happening even though Saratoga KNOWS AG James' office is watching. #BlackLivesMatter",Racism,"Treatment of Black Lives Matter activists in Saratoga, NY","To Inform, To Persuade","Appeal to Emotion, Appeal to Authority",Soft,"Black Lives Matter, activists, Saratoga, NY, racism",None,"#BLM, #BlackLivesMatter","@teachactivist1, @NewYorkStateAG, @GovKathyHochul, Saratoga, AG James' office",None,Strong,Highly Subjective,Negative,High,Semi-formal,Third person,High,Opinionated,Left-leaning,Anger,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Anecdotal Evidence,Unverified Claims,Social Issues
1465916123031818249,ðŸ“«Vote â€˜NOâ€™ immediately to #KeepKshama! @cmkshama #TeamKshama,Political Campaign,Support for Kshama,Persuade,Appeal to action,Hard,"Vote, NO, KeepKshama, TeamKshama",ðŸ“«,"#KeepKshama, #TeamKshama",@cmkshama,,Strong,Highly Subjective,Positive,Moderate,Casual,,High,Opinionated,Unknown,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,,Deductive,,Unverified Claims,Politics
1465918789116219396,RT @ToonamiNews: TOM Speech: #BlackLivesMatter https://t.co/7tzA15T80t,Social Issues,Black Lives Matter,Inform,None,None,"TOM Speech, Black Lives Matter",None,#BlackLivesMatter,"@ToonamiNews, TOM",https://t.co/7tzA15T80t,Neutral,Objective,Neutral,Calm,Semi-formal,Third person,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Passive,None,Deductive,None,Unverified Claims,Social Issues
1465915887882436609,RT @SOOGIA_1: That was unexpected. #KyleRittenhouse #MadisonCawthorn #blacklivesmatter https://t.co/ZzoBmBmpj6,Current Events,"Kyle Rittenhouse, Madison Cawthorn, Black Lives Matter",Inform,None,None,"unexpected, Kyle Rittenhouse, Madison Cawthorn, Black Lives Matter",None,"#KyleRittenhouse, #MadisonCawthorn, #blacklivesmatter","Kyle Rittenhouse, Madison Cawthorn",https://t.co/ZzoBmBmpj6,Neutral,Somewhat Subjective,Neutral,Calm,Semi-formal,None,Low,Mixed,None,Surprise,Present,Direct,Ambiguous,Passive,None,Deductive,None,Unverified Claims,Politics
1465904190958575623,RT @TomSchimmerPod: âœ¨NEWâœ¨Ep. 52 features @Hedreich in conversation about racial equity & cultural responsiveness.nnðŸŸ£Apple https://t.co/B42tm1s6YVnðŸŸ¢Spotify https://t.co/hl3eeHqYcm nðŸ”´YouTube https://t.co/6GZfZLdqD7nn#TeachBetter #edchat #BlackLivesMatter #edutwitter #equity #education #educators https://t.co/0eyGmzQq1I,Podcast Episode,Racial Equity & Cultural Responsiveness in Education,Inform,Appeal to Authority,None,"Podcast, Racial Equity, Cultural Responsiveness, Education","âœ¨, ðŸŸ£, ðŸŸ¢, ðŸ”´","TeachBetter, edchat, BlackLivesMatter, edutwitter, equity, education, educators","TomSchimmerPod, Hedreich","https://t.co/B42tm1s6YV, https://t.co/hl3eeHqYcm, https://t.co/6GZfZLdqD7, https://t.co/0eyGmzQq1I",Neutral,Objective,Neutral,Calm,Semi-formal,Third person,Medium,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Verified Facts,Education
1465905308597952519,RT @MouthyFeminist: I support Ilhan Omar. I wish the people of my state had such an advocate.  @IlhanMN #BigotBoebert  #BlackLivesMatter,Politics,"Support for Ilhan Omar, Criticism of local representation",Express Support,Appeal to Emotion,None,"support, Ilhan Omar, advocate, state",,"#BigotBoebert, #BlackLivesMatter","Ilhan Omar, @IlhanMN",,Strong,Highly Subjective,Positive,Moderate,Casual,"I, my",Medium,Opinionated,Left-leaning,Appreciation,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Politics
1465924925047414785,#AmberHeardIsAnAbuser,Amber Heard,Accusation of Abuse,Express feelings,Appeal to emotion,None,"Amber Heard, Abuser",None,#AmberHeardIsAnAbuser,Amber Heard,None,Strong,Highly Subjective,Negative,High,Casual,Third person,Medium,Opinionated,None,Anger,None,Direct,Clear and Unambiguous,Aggressive,None,None,None,Unverified Claims,Social Issues
1465928893630668803,RT @JessicaWykes73: #NoJusticeNoPeace,Justice,Not specified,Express feelings,Not applicable,None,NoJusticeNoPeace,None,NoJusticeNoPeace,JessicaWykes73,None,Neutral,Somewhat Subjective,Negative,Moderate,Casual,None,Low,Opinionated,None,Anger,None,Direct,Clear and Unambiguous,Assertive,None,Not applicable,None,Unverified Claims,Social Issues
1465915735465766914,"RT @Little_Lair: ACAB INCLUDES TWITTER, ALWAYS FILM THE POLICE I DONT GIVE A SHIT ABOUT PEOPLE MAD ABOUT SHOWING THEIR FACE ON CAMERA wear sunglasses and a mask, Iâ€™m getting evidence. IF CAPITALISM DOES SOME SHIT FILM IT, ENCOURAGE THE DARNELLA FRAIZERS OF THE WORLD #BLACKLIVESMATTER @Twitter","Police Accountability, Capitalism","Filming Police, Privacy Concerns, Evidence Collection",To Persuade,"Appeal to Emotion, Authority",Hard,"ACAB, Film the Police, Capitalism, Evidence, Darnella Fraizers",,#BLACKLIVESMATTER,"Twitter, Darnella Fraizers",,Strong,Highly Subjective,Mixed,High,Casual,"I, Their",High,Opinionated,Left-leaning,Anger,Present,Direct,Clear and Unambiguous,Aggressive,,Deductive,Anecdotal Evidence,Unverified Claims,Social Issues
1465903794252926978,"I love posting about #BlackLivesMatter and racial issues on my instagram and seeing people I've known my whole life unfollow. It breaks my heart, and I'm a straight cis white woman. I can't even imagine if I was otherwise. so much love to you all.",Racial Issues,"Black Lives Matter, Instagram, Unfollowing",Express feelings,Appeal to emotion,None,"BlackLivesMatter, racial issues, Instagram, unfollow, love",,#BlackLivesMatter,,,Moderate,Highly Subjective,Mixed,High,Casual,"I, my, you",Medium,Opinionated,Left-leaning,"Love, Sadness",Present,Direct,Clear and Unambiguous,Passive,,Deductive,Anecdotal Evidence,Unverified Claims,Social Issues
1465924145921806336,"RT @Grumjum: I'm confused, is it #StopAsianHate or is it #BlackLivesMatter? Since we are told it can't be #AllLivesMatter due to somehow being racist.",Social movements,"StopAsianHate, BlackLivesMatter, AllLivesMatter",Express confusion,Rhetorical question,None,"confused, StopAsianHate, BlackLivesMatter, AllLivesMatter, racist",,"#StopAsianHate, #BlackLivesMatter, #AllLivesMatter",@Grumjum,,Moderate,Highly Subjective,Neutral,Calm,Casual,"I, we, it",Low,Opinionated,None,Confusion,Present,Direct,Clear and Unambiguous,Passive,Rhetorical Question,Deductive,None,Unverified Claims,Social Issues
1465913484823040007,"Have you ever been hurt and the place tries to heal a bit, and you just pull the scar off of it over and over again.nn#rosaparks #blackhistory #blacklivesmatter #malcolmx #blackhistorymonth #blackexcellence #martinlutherking #civilrights #blackpower #love #blackpanther https://t.co/MfgiT6jQTa",Black History,"Civil Rights, Black Excellence, Black Power",Express feelings,Appeal to emotion,None,"hurt, heal, scar",,"#rosaparks, #blackhistory, #blacklivesmatter, #malcolmx, #blackhistorymonth, #blackexcellence, #martinlutherking, #civilrights, #blackpower, #love, #blackpanther",,https://t.co/MfgiT6jQTa,Moderate,Highly Subjective,Mixed,High,Semi-formal,you,Medium,Opinionated,Left-leaning,Sadness,Past,Indirect,Ambiguous,Passive,Metaphor,Deductive,Storytelling,Unverified Claims,Social Issues
1465903966298984449,This may be a dumb question because I know itâ€™s â€œWREATHâ€ but Iâ€™m all of a sudden lost and everyone else is too ðŸ˜‚ðŸ˜‚ #Christmas #holiday #wreath #wreaff #Santa #BlackFriday #BlackLivesMatter #seriously #help #me https://t.co/rEu8xjoX4O,Christmas,Wreath,Express feelings,Appeal to humor,None,"dumb question, WREATH, lost, everyone else, too","ðŸ˜‚, ðŸ˜‚","#Christmas, #holiday, #wreath, #wreaff, #Santa, #BlackFriday, #BlackLivesMatter, #seriously, #help, #me",,https://t.co/rEu8xjoX4O,Neutral,Highly Subjective,Mixed,Moderate,Casual,"I, itâ€™s, Iâ€™m",Low,Opinionated,None,Joy,Present,Direct,Ambiguous,Passive,,,,Unverified Claims,Entertainment
1465916133865758728,RT @Kshama_SC: Turn in your ballot NOW at any blue USPS mailbox or the drop boxes at Garfield (Cherry/23rd) or Seattle Central (Bdwy) AND reach out to 3 people you know in D3 to make sure they get their ballots in defore Dec 7! nn#rentcontrol #TaxAmazon #TaxtheRich #KeepKshama #BlackLivesMatter,Voting,Ballot submission,To persuade,"Appeal to authority, Appeal to emotion",Hard,"ballot, USPS mailbox, drop boxes, Garfield, Seattle Central, D3, Dec 7",None,"#rentcontrol, #TaxAmazon, #TaxtheRich, #KeepKshama, #BlackLivesMatter","@Kshama_SC, USPS, Garfield, Seattle Central, D3",None,Strong,Highly Subjective,Mixed,Moderate,Semi-formal,Second person,High,Mixed,Left-leaning,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Politics
1465902953139785729,You can still help us support families after they lose a loved one to police or community violence! Donate at https://t.co/H2dZOAH0ZQ nn#GivingTuesday #DC #BlackLivesMatter https://t.co/Pe7WKEqoyU,Support for families affected by violence,Donation for support,To persuade,Appeal to emotion,Hard,"support, families, lose, loved one, police, community violence, donate",,"#GivingTuesday, #DC, #BlackLivesMatter",,"https://t.co/H2dZOAH0ZQ, https://t.co/Pe7WKEqoyU",Moderate,Somewhat Subjective,Mixed,Moderate,Semi-formal,"us, they",Medium,Mixed,Left-leaning,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,,,,Unverified Claims,Social Issues
1465907904469295113,RT @larryelder: Larry Elder Highlights: EPIC! Larry Elder EDUCATES Congress on â€˜Systemic Racismâ€™ Live on TVnn#BlackLivesMatter n#WeveGotACountryToSave nnhttps://t.co/woC4zhXmFt https://t.co/3jiKzlhLKU,Systemic Racism,Larry Elder's Opinion on Systemic Racism,"Inform, Persuade",Appeal to Authority,None,"Larry Elder, Educates, Congress, Systemic Racism, Live on TV",None,"BlackLivesMatter, WeveGotACountryToSave","Larry Elder, Congress","https://t.co/woC4zhXmFt, https://t.co/3jiKzlhLKU",Moderate,Somewhat Subjective,Mixed,Moderate,Semi-formal,Third Person,Medium,Mixed,Right-leaning,None,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,"Politics, Social Issues"
